,path_x,sentence
921,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19641553_10.mp3,Empezó utilizando globos y pelotas de playa alrededor de su casa.
922,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19641661_7.mp3,Fundador del Servicio de Investigación Prehistórica de Valencia.
923,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19644970_10.mp3,Esta prenda es probablemente de origen asiático.
924,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19645956_8.mp3,San Lázaro es el santo de los leprosos y los mendicantes.
925,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19646074_5.mp3,"Tertuliano lo hizo ver en su libro ""De las Prescripciones, cap."
926,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19646480_5.mp3,"El sismo se sintió incluso en El Salvador, donde no dejó daños."
927,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19646629_7.mp3,Era la mayor de once hermanos.
928,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19647615_9.mp3,Tetsu Sugiyama
929,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19648113_9.mp3,"La corteza interna es cremosa o crema rosácea, con manchas rosadas."
930,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19648383_5.mp3,En la ciudad de Mexicali existe un altar dedicado a este santo.
931,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19649054_7.mp3,"Juega en la posición de mediocampista, su primer equipo fue el Deportes Savio."
932,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19649827_9.mp3,Actualmente existen un modelo en negro mate y otro en blanco.
933,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19650319_8.mp3,"Contrariamente a la costumbre china, no tuvo concubinas."
934,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19651512_7.mp3,Esta estación está situada enfrente del Estadio Azteca.
935,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19652905_7.mp3,"Entonces, es comparable a la de Estados Unidos."
936,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19652938_8.mp3,Chromium es publicado con una licencia de derechos de autor laxa.
937,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19653280_6.mp3,Algunas de las viviendas contienen deposiciones de cráneos humanos y esqueletos incompletos.
938,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19653572_8.mp3,Actualmente milita en Juventud de Las Piedras de la Primera División de Uruguay.
939,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19653815_9.mp3,"Actualmente sigue siendo parte del servicio """"Alameda-Chillan""""."
940,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19654034_5.mp3,"Miller desafía, enojado, a Jeffries a enfrentarse a Rhodes y decirle toda la verdad."
941,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19654060_9.mp3,El boxeador Matty Burton sufre una lesión importante en la cabeza durante una pelea.
942,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19654097_8.mp3,El pintor trata de provocar la empatía.
943,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19654123_10.mp3,Henderson logra escapar matando a Tony.
944,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19654261_10.mp3,Los Duarte-Díez: una familia procera
945,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19654506_8.mp3,Los combates se sigue librado en esta localidad.
946,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19654909_5.mp3,Habita en sabanas y pastizales húmedos.
947,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19655342_5.mp3,"Se trasladó a vivir a Barcelona, donde vive actualmente y donde ejerce profesionalmente."
948,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19655924_6.mp3,"Cuando se activa, Windows guarda un registro del hardware en el ordenador del usuario."
949,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19656287_9.mp3,"El vehículo está formado por dos unidades, todo ello propulsado por cuatro cadenas."
950,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19658208_9.mp3,Los otros datos siguen sin un orden determinado.
951,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19658483_7.mp3,Se edita en ambos idiomas: armenio y turco.
952,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19658832_9.mp3,Ken Loach afronta varios temas en la película.
953,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19658943_5.mp3,Creció y se educó en Bihar.
954,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19659027_5.mp3,"Superada dicha prueba, la formación se prolonga durante tres años."
955,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19663883_7.mp3,"Actualmente el jardín recibe el nombre de ""Coto escolar Martino-Noriega""."
956,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19665254_9.mp3,Dan Harmon ha escrito en muchas ocasiones sobre la narrativa audiovisual.
957,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19666301_5.mp3,"Se distribuyen desde el este de Turquía, norte de Irak y noroeste de Irán."
958,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19666337_10.mp3,Todas las ganancias de las ventas fueron a las Toys for Tots caridad.
959,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19666607_9.mp3,"En el siglo siguiente, Johannes Kepler extendió este modelo para incluir órbitas elípticas."
960,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19666915_10.mp3,Se clasificaban en cada eliminatoria los equipos que lograsen la mayor diferencia de goles.
961,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19667242_9.mp3,Antiguamente la localidad pertenecía a la provincia de Ribatejo.
962,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19667549_9.mp3,Licenciado en Filosofía y Letras por la Universidad de Barcelona y graduado en periodismo.
963,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19667555_8.mp3,No obstante al finalizar la temporada optó por la retirada definitiva.
964,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19667576_5.mp3,"Consiste en cinco películas, una serie de televisión y una aplicación de juegos."
965,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19668084_7.mp3,Ausente en África.
966,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19668366_10.mp3,"Se quedó en el seminario como profesor de latín, retórica y filosofía."
967,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19668709_8.mp3,Equo perdió casi la mitad de los votos obtenidos en las anteriores generales.
968,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19669006_10.mp3,No puede hacer esto si no le gusta.
969,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19669372_5.mp3,El Carmen cuenta con espacios urbanos de importancia histórica.
970,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19669437_10.mp3,"Alusivo a la nueva función de ""instant launch""."
971,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19669633_9.mp3,La ventilación se obtiene mediante puertas y ventanas orientadas al patio.
972,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19669710_6.mp3,Municipio fundado por el Pbro.
973,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19669956_8.mp3,"Páginas del corazón"", ""Las víctimas del amor."
974,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19670025_8.mp3,Más tarde se nombró en honor de la madre del descubridor.
975,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19670069_8.mp3,Tiene su equivalente español en Portbou.
976,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19670237_5.mp3,"Actualmente, vive en el departamento de Essonne, en Isla de Francia."
977,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19670283_7.mp3,La siguiente tabla da una de las estrellas estándar para cada tipo espectral.
978,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19670284_9.mp3,Está considerado un submarino de quinta generación.
979,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19670587_9.mp3,"Esta mina extraía casiterita, que se utilizaba como mena de estaño."
980,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19670667_10.mp3,"Peleó como boxeador, por su propia cuenta."
981,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19670709_8.mp3,"Allí comenzó una nueva experiencia monástica, un monasterio doble integrado mayormente por mujeres."
982,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19670823_5.mp3,"Entre su población destaca la musulmana, la gitana o la africana."
983,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19671244_8.mp3,"Estudió en la Juilliard School of Music, donde consiguió un diploma de excelencia."
984,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19671508_7.mp3,Fue docente y posteriormente rector de esa Universidad.
985,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19672001_10.mp3,El gobierno vietnamita presentó este proyecto al Parlamento vietnamita.
986,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19672308_5.mp3,"Traumatizada, Thelma había olvidado estos acontecimientos."
987,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19672428_8.mp3,A Carr le encanta el cine y ha escrito los guiones de varias películas.
988,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19672580_5.mp3,Tinker Bell está ansiosa por reparar algo pero desafortunadamente no había nada que reparar.
989,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19672736_5.mp3,Posee filas de dentículos del lado de su dedo móvil con segmentos caudales.
990,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19673189_5.mp3,Se designó como cabecera el barrio de El Tejar.
991,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19674664_8.mp3,Está considerado uno de los actos más importantes de la política de Suecia.
992,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19675759_10.mp3,"Está enterrado en el Lincoln Cemetery en Blue Island, Illinois."
993,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19680511_5.mp3,"Para su sorpresa, aquel hombre se dirigió a su puerta y llamó."
994,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19680609_10.mp3,Enseguida pasó a recibir culto.
995,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19680817_6.mp3,Estudia medicina en Copenhague.
996,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19680885_7.mp3,Su lengua indígena es el idioma maya.
997,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19680887_6.mp3,El domingo finaliza el certamen con doce partidos individuales.
998,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19680959_9.mp3,Llegó a Moscú un mes antes de la Revolución de Febrero.
999,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19681357_7.mp3,"Crece dispersa formando agrupaciones de pocos ejemplares, en lugares terrosos, de pasto pobre."
1000,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19682055_7.mp3,"Ella se había casado con Lai Siu-tin, con quien más adelante se divorció."
1001,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19682531_9.mp3,No sobrevino ninguna producción.
1002,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19683023_5.mp3,Se basa en la novela homónima de Rafael Sabatini.
1003,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19683164_8.mp3,Además era sumamente silencioso en despegue.
1004,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19683832_5.mp3,Asientos tipo estadio con espacio suficiente para la comodidad del espectador.
1005,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19684445_9.mp3,"Cuando regresaron, Bálor apareció en el ring y atacó a Wyatt."
1006,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19684901_6.mp3,El mánager campeón fue Jorge Pasquel.
1007,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19685602_10.mp3,Su actividad política se desarrolla sobre todo durante la Segunda República Española.
1008,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19686018_8.mp3,Este álbum es un cambio significativo sobre los estilos de Europop y Contact!
1009,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19686929_5.mp3,Tiene un carácter despiadado y sádico con una personalidad fría.
1010,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19687245_10.mp3,"Vive y trabaja en Nuakchot, Mauritania."
1011,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19687397_9.mp3,Posteriormente pasó a residir en Montevideo.
1012,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19688126_7.mp3,Las montañas Pay Choy van en dirección sudeste en búsqueda de los Urales.
1013,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19688127_9.mp3,A principios del otoño grandes bandadas se puede observar en la bahía de Monterey.
1014,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19688232_7.mp3,Además de conquistar la Euroliga Junior.
1015,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19688646_9.mp3,Los dedos de los protagonistas son puntiagudos.
1016,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19690078_10.mp3,"El final puede tener dos visiones distintas, es ambiguo."
1017,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19690218_6.mp3,"Haro ganó una bella iglesia, pero perdió un pueblo."
1018,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19690431_10.mp3,La crisis política desatada termina por provocar la renuncia del Presidente a su cargo.
1019,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19690989_8.mp3,"No abandona sus investigaciones, y sigue recibiendo especímenes de sus contactos asiáticos."
1020,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19692363_9.mp3,"Sus influencias son de grupos como Kate Bush, Fugazi, Devo, y The Jam."
1021,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19692733_6.mp3,Los ataques detectados incluyen publicidad no visible dentro del aviso de privacidad.
1022,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19693713_7.mp3,"El libro incluye trabajos fantásticos como dibujos de troles, dragones y ogros."
1023,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19693862_10.mp3,Los poderes del Consejo se especifican en la ley del Banco de Uganda.
1024,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19694041_6.mp3,Se encuadraba dentro del nacionalismo gallego de tendencia socialista.
1025,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19695212_6.mp3,Se distribuye por Francia y Suiza.
1026,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19695305_9.mp3,Es el segundo embalse más grande de la provincia de Mendoza.
